ID,发布标题,描述,主分类,子分类,三级分类,商品名称,商品单价,库存数量,图片,
XS244,爱马仕丝巾丝带,30ml,化妆品,香水,爱马仕,爱马仕丝巾丝带,295.00,999,\pic\XS001,
XS245,爱马仕丝巾丝带,50ml,化妆品,香水,爱马仕,爱马仕丝巾丝带,380.00,999,\pic\XS001,
XS246,爱马仕丝巾丝带,85ml,化妆品,香水,爱马仕,爱马仕丝巾丝带,480.00,999,\pic\XS001,
XS247,马克贾比白花雏菊,50ml,化妆品,香水,马克贾,马克贾比白花雏菊,235.00,999,\pic\XS001,
XS248,马克贾比白花雏菊,100ml,化妆品,香水,马克贾,马克贾比白花雏菊,285.00,999,\pic\XS001,
XS249,马克贾比前卫雏菊粉雏菊,125ml,化妆品,香水,马克贾,马克贾比前卫雏菊粉雏菊,300.00,999,\pic\XS001,
XS250,马克贾比莫杰梦境梦想雏菊,30ml,化妆品,香水,马克贾,马克贾比莫杰梦境梦想雏菊,195.00,999,\pic\XS001,
XS251,马克贾比莫杰梦境梦想雏菊,50ml,化妆品,香水,马克贾,马克贾比莫杰梦境梦想雏菊,240.00,999,\pic\XS001,
XS252,大卫杜夫冷水男士香水,40ml,化妆品,香水,大卫杜夫,大卫杜夫冷水男士香水,75.00,999,\pic\XS001,
XS253,大卫杜夫冷水男士香水,75ml,化妆品,香水,大卫杜夫,大卫杜夫冷水男士香水,110.00,999,\pic\XS001,
XS254,大卫杜夫冷水女士香水,30ml,化妆品,香水,大卫杜夫,大卫杜夫冷水女士香水,65.00,999,\pic\XS001,
XS255,大卫杜夫冷水女生香水,100ml,化妆品,香水,大卫杜夫,大卫杜夫冷水女生香水,125.00,999,\pic\XS001,
XS256,阿玛尼寄情男士香,30ml,化妆品,香水,阿玛尼,阿玛尼寄情男士香,220.00,999,\pic\XS001,
XS257,阿玛尼红色挚爱,100ml,化妆品,香水,阿玛尼,阿玛尼红色挚爱,540.00,999,\pic\XS001,
XS258,雅顿绿茶女士香水,30ml,化妆品,香水,雅顿绿茶,雅顿绿茶女士香水,50.00,999,\pic\XS001,
XS259,雅顿绿茶女士香水,50ml,化妆品,香水,雅顿绿茶,雅顿绿茶女士香水,65.00,999,\pic\XS001,
XS260,雅顿绿茶女士香水,100ml,化妆品,香水,雅顿绿茶,雅顿绿茶女士香水,98.00,999,\pic\XS001,
XS261,雅顿第五大道香水,30ml,化妆品,香水,雅顿绿茶,雅顿第五大道香水,72.00,999,\pic\XS001,
XS262,雅顿第五大道香水,75ml,化妆品,香水,雅顿绿茶,雅顿第五大道香水,110.00,999,\pic\XS001,
XS263,雅顿第五大道香水,125ml,化妆品,香水,雅顿绿茶,雅顿第五大道香水,120.00,999,\pic\XS001,
XS264,高田贤三风之恋,50ml,化妆品,香水,高田贤,高田贤三风之恋,180.00,999,\pic\XS001,
XS265,高田贤三水之恋,100ml,化妆品,香水,高田贤,高田贤三水之恋,235.00,999,\pic\XS001,
XS266,高田贤三水之恋,50ml,化妆品,香水,高田贤,高田贤三水之恋,175.00,999,\pic\XS001,
XS267,高田贤三风之恋,50ml,化妆品,香水,高田贤,高田贤三风之恋,235.00,999,\pic\XS001,
XS268,Miumiu第五代黑盖香水,30ml,化妆品,香水,Miumiu,Miumiu第五代黑盖香水,285.00,999,\pic\XS001,
XS269,Miumiu第五代黑盖香水,50ml,化妆品,香水,Miumiu,Miumiu第五代黑盖香水,385.00,999,\pic\XS001,
XS270,Miumiu第五代黑盖香水,100ml,化妆品,香水,Miumiu,Miumiu第五代黑盖香水,450.00,999,\pic\XS001,
XS271,Miumiu红盖香水,30ml ,化妆品,香水,Miumiu,Miumiu红盖香水,270.00,999,\pic\XS001,
XS272,Miumiu红盖香水,50ml ,化妆品,香水,Miumiu,Miumiu红盖香水,320.00,999,\pic\XS001,
XS273,Miumiu红盖香水, 100ml,化妆品,香水,Miumiu,Miumiu红盖香水,395.00,999,\pic\XS001,
XS274,Miumiu黄盖香水,30ml ,化妆品,香水,Miumiu,Miumiu黄盖香水,270.00,999,\pic\XS001,
XS275,Miumiu黄盖香水,50ml ,化妆品,香水,Miumiu,Miumiu黄盖香水,320.00,999,\pic\XS001,
XS276,Miumiu 黄盖香水,100ml,化妆品,香水,Miumiu,Miumiu 黄盖香水,395.00,999,\pic\XS001,
XS277,Miumiu白盖玫瑰之水,50ml,化妆品,香水,Miumiu,Miumiu白盖玫瑰之水,345.00,999,\pic\XS001,
XS278,miumiu白盖玫瑰之水,100ml,化妆品,香水,Miumiu,miumiu白盖玫瑰之水,415.00,999,\pic\XS001,
XS279,Miumiu粉盖银色之花,30ml ,化妆品,香水,Miumiu,Miumiu粉盖银色之花,295.00,999,\pic\XS001,
XS280,Miumiu粉盖银色之花,50ml ,化妆品,香水,Miumiu,Miumiu粉盖银色之花,385.00,999,\pic\XS001,
XS281,Miumiu粉盖银色之花,100ml ,化妆品,香水,Miumiu,Miumiu粉盖银色之花,480.00,999,\pic\XS001,
XS282,迪奥真我2件套,100ml+10ml,化妆品,香水,迪奥,迪奥真我2件套,600.00,999,\pic\XS001,
XS283,迪奥城堡5件套小样香水,,化妆品,香水,迪奥,迪奥城堡5件套小样香水,430.00,999,\pic\XS001,
XS284,迪奥真我小样4件套,,化妆品,香水,迪奥,迪奥真我小样4件套,340.00,999,\pic\XS001,
XS285,迪奥甜心小样4件套,,化妆品,香水,迪奥,迪奥甜心小样4件套,340.00,999,\pic\XS001,
XS286,普拉达5件套香水小样,,化妆品,香水,普拉达,普拉达5件套香水小样,280.00,999,\pic\XS001,
XS287,祖马龙五件套香水,,化妆品,香水,祖马龙,祖马龙五件套香水,520.00,999,\pic\XS001,
XS288,祖马龙三件套香水,,化妆品,香水,祖马龙,祖马龙三件套香水,325.00,999,\pic\XS001,
XS289,miumiu2 件套 ,20ml+20ml,化妆品,香水,miumiu2,miumiu2 件套 ,285.00,999,\pic\XS001,
XS290,爱马仕大地香根草限量版石头,12.5ml,化妆品,香水,爱马仕,爱马仕大地香根草限量版石头,16.00,999,\pic\XS001,
XS291,爱马仕大地套盒3件套,,化妆品,香水,爱马仕,爱马仕大地套盒3件套,505.00,999,\pic\XS001,
XS292,爱马仕丝巾小样4件套,,化妆品,香水,爱马仕,爱马仕丝巾小样4件套,360.00,999,\pic\XS001,
XS293,爱马仕花园小样4件套,,化妆品,香水,爱马仕,爱马仕花园小样4件套,335.00,999,\pic\XS001,
XS294,兰蔻香水小样5件套,,化妆品,香水,兰蔻,兰蔻香水小样5件套,225.00,999,\pic\XS001,
XS295,兰蔻限量版5件套,,化妆品,香水,兰蔻,兰蔻限量版5件套,250.00,999,\pic\XS001,
XS296,古驰罪爱男士 2件套,（90ml+身体乳100ml),化妆品,香水,古驰,古驰罪爱男士 2件套,390.00,999,\pic\XS001,
XS297,古驰花悦小样4件套套装,,化妆品,香水,古驰,古驰花悦小样4件套套装,355.00,999,\pic\XS001,
XS298,古驰梔子花小样4件套装,,化妆品,香水,古驰,古驰梔子花小样4件套装,370.00,999,\pic\XS001,
XS299,古驰新款记忆小样4件套,,化妆品,香水,古驰,古驰新款记忆小样4件套,365.00,999,\pic\XS001,
XS300,古驰套盒花悦香水,50ml+7.5ml,化妆品,香水,古驰,古驰套盒花悦香水,490.00,999,\pic\XS001,
XS301,圣罗兰四件套香水,,化妆品,香水,圣罗兰,圣罗兰四件套香水,325.00,999,\pic\XS001,
XS302,圣罗兰雕塑香水套盒,,化妆品,香水,圣罗兰,圣罗兰雕塑香水套盒,550.00,999,\pic\XS001,
XS303,希思黎全能乳,125ml,化妆品,香水,希思黎,希思黎全能乳,890.00,999,\pic\XS001,
XS304,香奈儿COCO全黑浓香,35ml,化妆品,香水,香奈儿,香奈儿COCO全黑浓香,485.00,999,\pic\XS001,
XS305,香奈儿COCO全黑浓香,50ml,化妆品,香水,香奈儿,香奈儿COCO全黑浓香,610.00,999,\pic\XS001,
XS306,香奈儿COCO半黑浓香,50ml,化妆品,香水,香奈儿,香奈儿COCO半黑浓香,595.00,999,\pic\XS001,
XS307,香奈儿COCO半黑淡香,50ml,化妆品,香水,香奈儿,香奈儿COCO半黑淡香,520.00,999,\pic\XS001,
XS308,香奈儿COCO半黑淡香,100ml,化妆品,香水,香奈儿,香奈儿COCO半黑淡香,585.00,999,\pic\XS001,
XS309,香奈儿五号之水,35ml,化妆品,香水,香奈儿,香奈儿五号之水,435.00,999,\pic\XS001,
XS310,香奈儿五号之水,50ml,化妆品,香水,香奈儿,香奈儿五号之水,65.00,999,\pic\XS001,
XS311,香奈儿五号之水,100ml,化妆品,香水,香奈儿,香奈儿五号之水,780.00,999,\pic\XS001,
XS312,香奈儿N5五号浓香EDP,35ml,化妆品,香水,香奈儿,香奈儿N5五号浓香EDP,435.00,999,\pic\XS001,
XS313,香奈儿N5五号浓香EDP,50ml,化妆品,香水,香奈儿,香奈儿N5五号浓香EDP,550.00,999,\pic\XS001,
XS314,香奈儿N5五号浓香EDP,100ml,化妆品,香水,香奈儿,香奈儿N5五号浓香EDP,770.00,999,\pic\XS001,
XS315,香奈儿N5五号淡香,50ml,化妆品,香水,香奈儿,香奈儿N5五号淡香,520.00,999,\pic\XS001,
XS316,香奈儿N5五号淡香,100ml,化妆品,香水,香奈儿,香奈儿N5五号淡香,625.00,999,\pic\XS001,
XS317,香奈儿运动男香,50ml,化妆品,香水,香奈儿,香奈儿运动男香,435.00,999,\pic\XS001,
XS318,香奈儿运动男香,100ml,化妆品,香水,香奈儿,香奈儿运动男香,605.00,999,\pic\XS001,
XS319,香奈儿蔚蓝浓香,100ml ,化妆品,香水,香奈儿,香奈儿蔚蓝浓香,730.00,999,\pic\XS001,
XS320,香奈儿蔚蓝浓香,50ml,化妆品,香水,香奈儿,香奈儿蔚蓝浓香,535.00,999,\pic\XS001,
XS321,香奈儿蔚蓝淡香,100ml ,化妆品,香水,香奈儿,香奈儿蔚蓝淡香,615.00,999,\pic\XS001,
XS322,香奈儿蔚蓝淡香,50ml ,化妆品,香水,香奈儿,香奈儿蔚蓝淡香,520.00,999,\pic\XS001,
XS323,香奈儿粉邂逅发喷,35ml,化妆品,香水,香奈儿,香奈儿粉邂逅发喷,275.00,999,\pic\XS001,
XS324,香奈儿粉邂逅淡香,50ml,化妆品,香水,香奈儿,香奈儿粉邂逅淡香,560.00,999,\pic\XS001,
XS325,香奈儿粉邂逅淡香,100ml,化妆品,香水,香奈儿,香奈儿粉邂逅淡香,725.00,999,\pic\XS001,
XS326,香奈儿粉邂逅淡,35ml,化妆品,香水,香奈儿,香奈儿粉邂逅淡,415.00,999,\pic\XS001,
XS327,香奈儿粉邂逅浓香,35ml,化妆品,香水,香奈儿,香奈儿粉邂逅浓香,415.00,999,\pic\XS001,
XS328,香奈儿粉邂逅浓香,50ml,化妆品,香水,香奈儿,香奈儿粉邂逅浓香,625.00,999,\pic\XS001,
XS329,香奈儿粉邂逅浓香,100ml,化妆品,香水,香奈儿,香奈儿粉邂逅浓香,835.00,999,\pic\XS001,
XS330,香奈儿橙邂逅淡香,50ml,化妆品,香水,香奈儿,香奈儿橙邂逅淡香,505.00,999,\pic\XS001,
XS331,香奈儿橙邂逅淡香,100ml,化妆品,香水,香奈儿,香奈儿橙邂逅淡香,645.00,999,\pic\XS001,
